playlist a,playlist b,common artists, unique artists
"moon_wives","atmosphere_temple",0,19
"moon_wives","battle_standard",2,20
"moon_wives","mood__ominous",1,27
"moon_wives","erebos",7,20
"moon_wives","knights_of_shallow_lake",2,32
"moon_wives","helviti_batr_vessels_to_elsewhere",1,26
"moon_wives","lurkers_below",1,29
"moon_wives","hearthstone",2,30
"moon_wives","pot_tyr",7,30
"moon_wives","atmosphere_nature",2,40
"moon_wives","grave_lady",0,23
"moon_wives","dnd",1,15
"moon_wives","music_intrigue",2,35
"moon_wives","critical_role",0,18
"moon_wives","music_tavern",1,19
"moon_wives","monsters_undead",1,28
"moon_wives","dark__creepy",3,34
"moon_wives","atmosphere_the_town",6,66
"moon_wives","dd_ravenloft",4,61
"moon_wives","ambient_cavern",0,17
"moon_wives","mystical",1,23
"moon_wives","skt_maelstrom",0,20
"moon_wives","tropical",0,16
"moon_wives","local_-_castle_-_dark_fantasy_rpg",1,20
"moon_wives","unholy_place",3,20
"moon_wives","ambient_mystical",0,17
"moon_wives","monsters_hags",3,22
"moon_wives","dd_synth_dungeon",0,50
"moon_wives","mood_-_ghosts_-_dark_fantasy_rpg",1,23
"moon_wives","horror",2,22
"moon_wives","music_combat_normal",5,34
"moon_wives","mysterious",2,24
"moon_wives","music_awe",1,23
"moon_wives","music_desert",0,38
"moon_wives","dd_desolation",7,65
"moon_wives","dd_traveling_tinkerers__traders",1,32
"moon_wives","monsters_dragons",0,18
"moon_wives","arabian_nights",1,72
"moon_wives","monsters_tribesmen",0,26
"moon_wives","music_sneaky",0,24
"moon_wives","local_-_dungeon_-_dark_fantasy_rpg",3,34
"moon_wives","peaceful_fantasy_music",0,43
"moon_wives","rpg_action_music",9,88
"moon_wives","local_-_city_-_dark_fantasy_rpg",4,26
"moon_wives","local_-_inn_-_dark_fantasy_rpg",1,23
"moon_wives","situation_chase",3,47
"moon_wives","mood_-_war_-_dark_fantasy_rpg",0,20
"moon_wives","atmosphere_the_desert",0,35
"moon_wives","sea_shanties",0,43
"moon_wives","dd_space",0,46
"moon_wives","dd_a_pleasant_village",6,58
"moon_wives","mood_-_goth_-_dark_fantasy_rpg",1,16
"moon_wives","dd_taverns",4,46
"moon_wives","dd_night_in_the_city",4,40
"moon_wives","ambient_mountain_pass",0,16
"moon_wives","rpg_dark_music",7,96
"moon_wives","dd_sci-fi_action",0,35
"moon_wives","mood_-_fey_-_dark_fantasy_rpg",0,20
"moon_wives","local_-_tribal_-_dark_fantasy_rpg",1,31
"moon_wives","setting_chult",0,21
"moon_wives","atmosphere_the_capital",1,17
"moon_wives","rpg_royal_court_ambiance",0,242
"moon_wives","holy_ground",1,28
"moon_wives","dd_ancient_ruins",1,56
"moon_wives","atmosphere_the_saloon",1,16
"moon_wives","atmosphere_the_tavern",2,33
"moon_wives","atmosphere_the_road",7,69
"moon_wives","dd_action_time",6,62
"moon_wives","music_wistful",1,24
"moon_wives","atmosphere_the_dungeon",0,22
"moon_wives","desolate",0,16
"moon_wives","combat_epic",5,63
"moon_wives","combat_duel",5,37
"moon_wives","dark_haunting_music",0,134
"moon_wives","atmosphere_the_wild",7,89
"moon_wives","combat_tough",7,77
"moon_wives","music_suspense",2,31
"moon_wives","mood_-_funny_-_dark_fantasy_rpg",0,19
"moon_wives","music_adventure",0,19
"moon_wives","manor__royalty",2,27
"moon_wives","large_scale_battle",0,17
"moon_wives","mood_mysterious",6,47
"moon_wives","strahd_-_strahd",5,40
"moon_wives","boss_favorites",1,23
"moon_wives","challenge__chase_scenes",0,26
"moon_wives","atmosphere_the_fey",2,23
"moon_wives","mood_-_danger_-_dark_fantasy_rpg",3,23
"moon_wives","setting_barovia",0,26
"moon_wives","mood_-_death_-_dark_fantasy_rpg",1,28
"moon_wives","city",5,52
"moon_wives","mood_tense",5,49
"moon_wives","village__pub",2,28
"moon_wives","road",2,23
"moon_wives","mood_serious",3,68
"moon_wives","music_combat_brutal",4,27
"moon_wives","mood_-_mistery_-_dark_fantasy_rpg",3,26
"moon_wives","battle_-_regular_-_dark_fantasy_rpg",4,24
"moon_wives","mood_somber",4,75
"moon_wives","dd_horrific_action",3,33
"moon_wives","a_fated_duel",0,16
"moon_wives","mood_denouement",2,35
"moon_wives","monsters_giants",3,29
"moon_wives","mood_joyful",0,27
"moon_wives","mood_-_calm_-_dark_fantasy_rpg",3,29
"moon_wives","dd_haunted_house",2,51
"moon_wives","mood_-_tension_-_dark_fantasy_rpg",4,23
"moon_wives","monsters_beasts",0,19
"moon_wives","mood_ridiculous",0,25
"moon_wives","thrash",0,17
"moon_wives","dd_cyber_action",0,55
