playlist a,playlist b,common tracks, unique tracks
"barbie_the_movie_vibes","barbie_movie_vibes_2023",7,170
"barbie_the_movie_vibes","beverly_hills_barbenheimer",1,111
"barbie_the_movie_vibes","💅🏻💥_barbenheimer_💥💅🏻_KatyaSaldana",2,209
"barbie_the_movie_vibes","barbenheimer💅💣_Aobambi",0,98
"barbie_the_movie_vibes","barbenheimer_Marianna",0,174
"barbie_the_movie_vibes","summer_of_barbenheimer",0,152
"barbie_the_movie_vibes","barbenheimer_Dee&FromZimbabwe",4,85
"barbie_the_movie_vibes","barbenheimerrr💕💥_daisyrain323&others",5,248
"barbie_the_movie_vibes","barbenheimer_satiahatami",1,156
"barbie_the_movie_vibes","barbenheimer_jsobo",4,288
"barbie_the_movie_vibes","barbenheimer_Vanessasapinheiro&RennieKeller",5,224
"barbie_the_movie_vibes","barbenheimer_JessicaKoebelMillen",7,163
"barbie_the_movie_vibes","barbenheimer_MrMario",1,148
"barbie_the_movie_vibes","barbenheimer_hoe_down",2,181
"barbie_the_movie_vibes","barbenheimer_cody",2,90
"barbie_the_movie_vibes","barbenheimer_Sam Telford",2,139
"barbie_the_movie_vibes","i_am_literally_oppenheimer__i_am_a_girl_",0,116
"barbie_the_movie_vibes","oppenheimer_Ben",2,182
"barbie_the_movie_vibes","an_oppenheimer_playlist",0,85
"barbie_the_movie_vibes","now_i_am_become_death_the_destroyer_of_worlds_Marissa",0,127
"barbie_the_movie_vibes","studying_like_oppenheimer_MaxColannino",0,185
"barbie_the_movie_vibes","oppenheimer_vibes_YirnickvanDijk",0,87
"barbie_the_movie_vibes","now_i_have_become_death_the_destroyer_of_words_EastPermianFederation",0,92
"barbie_the_movie_vibes","oppenheimer_vibes_SUGABUSH",0,103
"barbie_the_movie_vibes","now_i_am_become_death_the_destroyer_of_worlds_Eren",0,133
"barbie_the_movie_vibes","oppenheimer_Nadia",0,107
"barbie_the_movie_vibes","oppenheimer_vibes_PetroAlexiou",0,92
"barbie_the_movie_vibes","oppenheimer_vibes_raziqsafri",0,95
"barbie_the_movie_vibes","oppenheimer_vibes_Dugger",0,109
"barbie_the_movie_vibes","oppenheimer_vibes_Sorenjc",0,106
"barbie_the_movie_vibes","oppenheimer_vibes_Athlaros",0,107
"barbie_the_movie_vibes","oppenheimer_-_a_study_playlist",0,99
"barbie_playlist","im_a_barbie_girl_in_a_barbie_world_nicole<3",7,120
"barbie_playlist","barbie_vibes_",2,113
"barbie_playlist","what_was_i_made_for",1,93
"barbie_playlist","girly_barbie_vibes_",1,99
"barbie_playlist","im_a_barbie_girl_in_a_barbie_world_sukuna",6,388
"barbie_playlist","barbie_can_you_play_ken",0,88
"barbie_playlist","barbie_vibes",3,209
"barbie_playlist","🌷🎀_Barbie_Vibes_🛼🌸",13,224
"barbie_playlist","what_was_i_made_for_type_of_sad",1,79
"barbie_playlist","barbie_movie_vibes_2023",4,148
"barbie_playlist","beverly_hills_barbenheimer",0,85
"barbie_playlist","💅🏻💥_barbenheimer_💥💅🏻_KatyaSaldana",2,181
"barbie_playlist","barbenheimer💅💣_Aobambi",1,68
"barbie_playlist","barbenheimer_Marianna",1,144
"barbie_playlist","summer_of_barbenheimer",2,120
"barbie_playlist","barbenheimer_Dee&FromZimbabwe",1,63
"barbie_playlist","barbenheimerrr💕💥_daisyrain323&others",7,216
"barbie_playlist","barbenheimer_satiahatami",4,122
"barbie_playlist","barbenheimer_jsobo",1,266
"barbie_playlist","barbenheimer_Vanessasapinheiro&RennieKeller",5,196
"barbie_playlist","barbenheimer_JessicaKoebelMillen",7,135
"barbie_playlist","barbenheimer_MrMario",2,118
"barbie_playlist","barbenheimer_hoe_down",4,149
"barbie_playlist","barbenheimer_cody",1,64
"barbie_playlist","barbenheimer_Sam Telford",6,103
"barbie_playlist","i_am_literally_oppenheimer__i_am_a_girl_",0,88
"barbie_playlist","oppenheimer_Ben",0,158
"barbie_playlist","an_oppenheimer_playlist",0,57
"barbie_playlist","now_i_am_become_death_the_destroyer_of_worlds_Marissa",0,99
"barbie_playlist","studying_like_oppenheimer_MaxColannino",0,157
"barbie_playlist","oppenheimer_vibes_YirnickvanDijk",0,59
"barbie_playlist","now_i_have_become_death_the_destroyer_of_words_EastPermianFederation",0,64
"barbie_playlist","oppenheimer_vibes_SUGABUSH",0,75
"barbie_playlist","now_i_am_become_death_the_destroyer_of_worlds_Eren",0,105
"barbie_playlist","oppenheimer_Nadia",0,79
"barbie_playlist","oppenheimer_vibes_PetroAlexiou",0,64
"barbie_playlist","oppenheimer_vibes_raziqsafri",0,67
"barbie_playlist","oppenheimer_vibes_Dugger",0,81
"barbie_playlist","oppenheimer_vibes_Sorenjc",1,76
"barbie_playlist","oppenheimer_vibes_Athlaros",0,79
"barbie_playlist","oppenheimer_-_a_study_playlist",0,71
"im_a_barbie_girl_in_a_barbie_world_nicole<3","barbie_vibes_",9,139
"im_a_barbie_girl_in_a_barbie_world_nicole<3","what_was_i_made_for",0,135
"im_a_barbie_girl_in_a_barbie_world_nicole<3","girly_barbie_vibes_",5,131
"im_a_barbie_girl_in_a_barbie_world_nicole<3","im_a_barbie_girl_in_a_barbie_world_sukuna",14,412
"im_a_barbie_girl_in_a_barbie_world_nicole<3","barbie_can_you_play_ken",0,128
"im_a_barbie_girl_in_a_barbie_world_nicole<3","barbie_vibes",15,225
"im_a_barbie_girl_in_a_barbie_world_nicole<3","🌷🎀_Barbie_Vibes_🛼🌸",23,244
"im_a_barbie_girl_in_a_barbie_world_nicole<3","what_was_i_made_for_type_of_sad",0,121
"im_a_barbie_girl_in_a_barbie_world_nicole<3","barbie_movie_vibes_2023",24,148
"im_a_barbie_girl_in_a_barbie_world_nicole<3","beverly_hills_barbenheimer",3,119
"im_a_barbie_girl_in_a_barbie_world_nicole<3","💅🏻💥_barbenheimer_💥💅🏻_KatyaSaldana",5,215
"im_a_barbie_girl_in_a_barbie_world_nicole<3","barbenheimer💅💣_Aobambi",1,108
"im_a_barbie_girl_in_a_barbie_world_nicole<3","barbenheimer_Marianna",1,184
"im_a_barbie_girl_in_a_barbie_world_nicole<3","summer_of_barbenheimer",2,160
"im_a_barbie_girl_in_a_barbie_world_nicole<3","barbenheimer_Dee&FromZimbabwe",2,101
"im_a_barbie_girl_in_a_barbie_world_nicole<3","barbenheimerrr💕💥_daisyrain323&others",9,252
"im_a_barbie_girl_in_a_barbie_world_nicole<3","barbenheimer_satiahatami",7,156
"im_a_barbie_girl_in_a_barbie_world_nicole<3","barbenheimer_jsobo",3,302
"im_a_barbie_girl_in_a_barbie_world_nicole<3","barbenheimer_Vanessasapinheiro&RennieKeller",8,230
"im_a_barbie_girl_in_a_barbie_world_nicole<3","barbenheimer_JessicaKoebelMillen",13,163
"im_a_barbie_girl_in_a_barbie_world_nicole<3","barbenheimer_MrMario",1,160
"im_a_barbie_girl_in_a_barbie_world_nicole<3","barbenheimer_hoe_down",1,195
"im_a_barbie_girl_in_a_barbie_world_nicole<3","barbenheimer_cody",1,104
"im_a_barbie_girl_in_a_barbie_world_nicole<3","barbenheimer_Sam Telford",5,145
"im_a_barbie_girl_in_a_barbie_world_nicole<3","i_am_literally_oppenheimer__i_am_a_girl_",0,128
"im_a_barbie_girl_in_a_barbie_world_nicole<3","oppenheimer_Ben",1,196
"im_a_barbie_girl_in_a_barbie_world_nicole<3","an_oppenheimer_playlist",0,97
"im_a_barbie_girl_in_a_barbie_world_nicole<3","now_i_am_become_death_the_destroyer_of_worlds_Marissa",0,139
"im_a_barbie_girl_in_a_barbie_world_nicole<3","studying_like_oppenheimer_MaxColannino",0,197
"im_a_barbie_girl_in_a_barbie_world_nicole<3","oppenheimer_vibes_YirnickvanDijk",0,99
"im_a_barbie_girl_in_a_barbie_world_nicole<3","now_i_have_become_death_the_destroyer_of_words_EastPermianFederation",0,104
"im_a_barbie_girl_in_a_barbie_world_nicole<3","oppenheimer_vibes_SUGABUSH",0,115
"im_a_barbie_girl_in_a_barbie_world_nicole<3","now_i_am_become_death_the_destroyer_of_worlds_Eren",1,143
"im_a_barbie_girl_in_a_barbie_world_nicole<3","oppenheimer_Nadia",0,119
"im_a_barbie_girl_in_a_barbie_world_nicole<3","oppenheimer_vibes_PetroAlexiou",0,104
"im_a_barbie_girl_in_a_barbie_world_nicole<3","oppenheimer_vibes_raziqsafri",0,107
"im_a_barbie_girl_in_a_barbie_world_nicole<3","oppenheimer_vibes_Dugger",0,121
"im_a_barbie_girl_in_a_barbie_world_nicole<3","oppenheimer_vibes_Sorenjc",2,114
"im_a_barbie_girl_in_a_barbie_world_nicole<3","oppenheimer_vibes_Athlaros",0,119
"im_a_barbie_girl_in_a_barbie_world_nicole<3","oppenheimer_-_a_study_playlist",0,111
"barbie_vibes_","what_was_i_made_for",0,118
"barbie_vibes_","girly_barbie_vibes_",18,88
"barbie_vibes_","im_a_barbie_girl_in_a_barbie_world_sukuna",33,357
"barbie_vibes_","barbie_can_you_play_ken",0,111
"barbie_vibes_","barbie_vibes",8,222
"barbie_vibes_","🌷🎀_Barbie_Vibes_🛼🌸",24,225
"barbie_vibes_","what_was_i_made_for_type_of_sad",0,104
"barbie_vibes_","barbie_movie_vibes_2023",18,143
"barbie_vibes_","beverly_hills_barbenheimer",1,106
"barbie_vibes_","💅🏻💥_barbenheimer_💥💅🏻_KatyaSaldana",3,202
"barbie_vibes_","barbenheimer💅💣_Aobambi",1,91
"barbie_vibes_","barbenheimer_Marianna",2,165
"barbie_vibes_","summer_of_barbenheimer",0,147
"barbie_vibes_","barbenheimer_Dee&FromZimbabwe",3,82
"barbie_vibes_","barbenheimerrr💕💥_daisyrain323&others",15,223
"barbie_vibes_","barbenheimer_satiahatami",10,133
"barbie_vibes_","barbenheimer_jsobo",5,281
"barbie_vibes_","barbenheimer_Vanessasapinheiro&RennieKeller",10,209
"barbie_vibes_","barbenheimer_JessicaKoebelMillen",13,146
"barbie_vibes_","barbenheimer_MrMario",0,145
"barbie_vibes_","barbenheimer_hoe_down",3,174
"barbie_vibes_","barbenheimer_cody",6,77
"barbie_vibes_","barbenheimer_Sam Telford",2,134
"barbie_vibes_","i_am_literally_oppenheimer__i_am_a_girl_",0,111
"barbie_vibes_","oppenheimer_Ben",3,175
"barbie_vibes_","an_oppenheimer_playlist",0,80
"barbie_vibes_","now_i_am_become_death_the_destroyer_of_worlds_Marissa",0,122
"barbie_vibes_","studying_like_oppenheimer_MaxColannino",1,178
"barbie_vibes_","oppenheimer_vibes_YirnickvanDijk",0,82
"barbie_vibes_","now_i_have_become_death_the_destroyer_of_words_EastPermianFederation",0,87
"barbie_vibes_","oppenheimer_vibes_SUGABUSH",0,98
"barbie_vibes_","now_i_am_become_death_the_destroyer_of_worlds_Eren",0,128
"barbie_vibes_","oppenheimer_Nadia",0,102
"barbie_vibes_","oppenheimer_vibes_PetroAlexiou",0,87
"barbie_vibes_","oppenheimer_vibes_raziqsafri",0,90
"barbie_vibes_","oppenheimer_vibes_Dugger",0,104
"barbie_vibes_","oppenheimer_vibes_Sorenjc",1,99
"barbie_vibes_","oppenheimer_vibes_Athlaros",0,102
"barbie_vibes_","oppenheimer_-_a_study_playlist",0,94
"what_was_i_made_for","girly_barbie_vibes_",0,102
"what_was_i_made_for","im_a_barbie_girl_in_a_barbie_world_sukuna",0,401
"what_was_i_made_for","barbie_can_you_play_ken",1,87
"what_was_i_made_for","barbie_vibes",0,216
"what_was_i_made_for","🌷🎀_Barbie_Vibes_🛼🌸",0,251
"what_was_i_made_for","what_was_i_made_for_type_of_sad",10,62
"what_was_i_made_for","barbie_movie_vibes_2023",0,157
"what_was_i_made_for","beverly_hills_barbenheimer",0,86
"what_was_i_made_for","💅🏻💥_barbenheimer_💥💅🏻_KatyaSaldana",0,186
"what_was_i_made_for","barbenheimer💅💣_Aobambi",0,71
"what_was_i_made_for","barbenheimer_Marianna",0,147
"what_was_i_made_for","summer_of_barbenheimer",0,125
"what_was_i_made_for","barbenheimer_Dee&FromZimbabwe",0,66
"what_was_i_made_for","barbenheimerrr💕💥_daisyrain323&others",0,231
"what_was_i_made_for","barbenheimer_satiahatami",0,131
"what_was_i_made_for","barbenheimer_jsobo",0,269
"what_was_i_made_for","barbenheimer_Vanessasapinheiro&RennieKeller",0,207
"what_was_i_made_for","barbenheimer_JessicaKoebelMillen",0,150
"what_was_i_made_for","barbenheimer_MrMario",0,123
"what_was_i_made_for","barbenheimer_hoe_down",1,156
"what_was_i_made_for","barbenheimer_cody",0,67
"what_was_i_made_for","barbenheimer_Sam Telford",0,116
"what_was_i_made_for","i_am_literally_oppenheimer__i_am_a_girl_",0,89
"what_was_i_made_for","oppenheimer_Ben",1,157
"what_was_i_made_for","an_oppenheimer_playlist",0,58
"what_was_i_made_for","now_i_am_become_death_the_destroyer_of_worlds_Marissa",1,98
"what_was_i_made_for","studying_like_oppenheimer_MaxColannino",0,158
"what_was_i_made_for","oppenheimer_vibes_YirnickvanDijk",0,60
"what_was_i_made_for","now_i_have_become_death_the_destroyer_of_words_EastPermianFederation",0,65
"what_was_i_made_for","oppenheimer_vibes_SUGABUSH",0,76
"what_was_i_made_for","now_i_am_become_death_the_destroyer_of_worlds_Eren",0,106
"what_was_i_made_for","oppenheimer_Nadia",0,80
"what_was_i_made_for","oppenheimer_vibes_PetroAlexiou",0,65
"what_was_i_made_for","oppenheimer_vibes_raziqsafri",0,68
"what_was_i_made_for","oppenheimer_vibes_Dugger",0,82
"what_was_i_made_for","oppenheimer_vibes_Sorenjc",0,79
"what_was_i_made_for","oppenheimer_vibes_Athlaros",0,80
"what_was_i_made_for","oppenheimer_-_a_study_playlist",0,72
"girly_barbie_vibes_","im_a_barbie_girl_in_a_barbie_world_sukuna",25,357
"girly_barbie_vibes_","barbie_can_you_play_ken",0,95
"girly_barbie_vibes_","barbie_vibes",6,210
"girly_barbie_vibes_","🌷🎀_Barbie_Vibes_🛼🌸",18,221
"girly_barbie_vibes_","what_was_i_made_for_type_of_sad",0,88
"girly_barbie_vibes_","barbie_movie_vibes_2023",11,141
"girly_barbie_vibes_","beverly_hills_barbenheimer",1,90
"girly_barbie_vibes_","💅🏻💥_barbenheimer_💥💅🏻_KatyaSaldana",1,190
"girly_barbie_vibes_","barbenheimer💅💣_Aobambi",0,77
"girly_barbie_vibes_","barbenheimer_Marianna",0,153
"girly_barbie_vibes_","summer_of_barbenheimer",0,131
"girly_barbie_vibes_","barbenheimer_Dee&FromZimbabwe",1,70
"girly_barbie_vibes_","barbenheimerrr💕💥_daisyrain323&others",5,227
"girly_barbie_vibes_","barbenheimer_satiahatami",4,129
"girly_barbie_vibes_","barbenheimer_jsobo",2,271
"girly_barbie_vibes_","barbenheimer_Vanessasapinheiro&RennieKeller",3,207
"girly_barbie_vibes_","barbenheimer_JessicaKoebelMillen",6,144
"girly_barbie_vibes_","barbenheimer_MrMario",0,129
"girly_barbie_vibes_","barbenheimer_hoe_down",1,162
"girly_barbie_vibes_","barbenheimer_cody",5,63
"girly_barbie_vibes_","barbenheimer_Sam Telford",1,120
"girly_barbie_vibes_","i_am_literally_oppenheimer__i_am_a_girl_",0,95
"girly_barbie_vibes_","oppenheimer_Ben",1,163
"girly_barbie_vibes_","an_oppenheimer_playlist",0,64
"girly_barbie_vibes_","now_i_am_become_death_the_destroyer_of_worlds_Marissa",0,106
"girly_barbie_vibes_","studying_like_oppenheimer_MaxColannino",0,164
"girly_barbie_vibes_","oppenheimer_vibes_YirnickvanDijk",0,66
"girly_barbie_vibes_","now_i_have_become_death_the_destroyer_of_words_EastPermianFederation",0,71
"girly_barbie_vibes_","oppenheimer_vibes_SUGABUSH",0,82
"girly_barbie_vibes_","now_i_am_become_death_the_destroyer_of_worlds_Eren",0,112
"girly_barbie_vibes_","oppenheimer_Nadia",0,86
"girly_barbie_vibes_","oppenheimer_vibes_PetroAlexiou",0,71
"girly_barbie_vibes_","oppenheimer_vibes_raziqsafri",0,74
"girly_barbie_vibes_","oppenheimer_vibes_Dugger",0,88
"girly_barbie_vibes_","oppenheimer_vibes_Sorenjc",1,83
"girly_barbie_vibes_","oppenheimer_vibes_Athlaros",0,86
"girly_barbie_vibes_","oppenheimer_-_a_study_playlist",0,78
"im_a_barbie_girl_in_a_barbie_world_sukuna","barbie_can_you_play_ken",2,390
"im_a_barbie_girl_in_a_barbie_world_sukuna","barbie_vibes",19,483
"im_a_barbie_girl_in_a_barbie_world_sukuna","🌷🎀_Barbie_Vibes_🛼🌸",37,482
"im_a_barbie_girl_in_a_barbie_world_sukuna","what_was_i_made_for_type_of_sad",0,387
"im_a_barbie_girl_in_a_barbie_world_sukuna","barbie_movie_vibes_2023",23,416
"im_a_barbie_girl_in_a_barbie_world_sukuna","beverly_hills_barbenheimer",1,389
"im_a_barbie_girl_in_a_barbie_world_sukuna","💅🏻💥_barbenheimer_💥💅🏻_KatyaSaldana",6,479
"im_a_barbie_girl_in_a_barbie_world_sukuna","barbenheimer💅💣_Aobambi",2,372
"im_a_barbie_girl_in_a_barbie_world_sukuna","barbenheimer_Marianna",3,446
"im_a_barbie_girl_in_a_barbie_world_sukuna","summer_of_barbenheimer",2,426
"im_a_barbie_girl_in_a_barbie_world_sukuna","barbenheimer_Dee&FromZimbabwe",2,367
"im_a_barbie_girl_in_a_barbie_world_sukuna","barbenheimerrr💕💥_daisyrain323&others",37,462
"im_a_barbie_girl_in_a_barbie_world_sukuna","barbenheimer_satiahatami",11,414
"im_a_barbie_girl_in_a_barbie_world_sukuna","barbenheimer_jsobo",15,544
"im_a_barbie_girl_in_a_barbie_world_sukuna","barbenheimer_Vanessasapinheiro&RennieKeller",35,442
"im_a_barbie_girl_in_a_barbie_world_sukuna","barbenheimer_JessicaKoebelMillen",22,411
"im_a_barbie_girl_in_a_barbie_world_sukuna","barbenheimer_MrMario",0,428
"im_a_barbie_girl_in_a_barbie_world_sukuna","barbenheimer_hoe_down",2,459
"im_a_barbie_girl_in_a_barbie_world_sukuna","barbenheimer_cody",6,360
"im_a_barbie_girl_in_a_barbie_world_sukuna","barbenheimer_Sam Telford",5,411
"im_a_barbie_girl_in_a_barbie_world_sukuna","i_am_literally_oppenheimer__i_am_a_girl_",0,394
"im_a_barbie_girl_in_a_barbie_world_sukuna","oppenheimer_Ben",3,458
"im_a_barbie_girl_in_a_barbie_world_sukuna","an_oppenheimer_playlist",0,363
"im_a_barbie_girl_in_a_barbie_world_sukuna","now_i_am_become_death_the_destroyer_of_worlds_Marissa",0,405
"im_a_barbie_girl_in_a_barbie_world_sukuna","studying_like_oppenheimer_MaxColannino",0,463
"im_a_barbie_girl_in_a_barbie_world_sukuna","oppenheimer_vibes_YirnickvanDijk",0,365
"im_a_barbie_girl_in_a_barbie_world_sukuna","now_i_have_become_death_the_destroyer_of_words_EastPermianFederation",0,370
"im_a_barbie_girl_in_a_barbie_world_sukuna","oppenheimer_vibes_SUGABUSH",0,381
"im_a_barbie_girl_in_a_barbie_world_sukuna","now_i_am_become_death_the_destroyer_of_worlds_Eren",0,411
"im_a_barbie_girl_in_a_barbie_world_sukuna","oppenheimer_Nadia",0,385
"im_a_barbie_girl_in_a_barbie_world_sukuna","oppenheimer_vibes_PetroAlexiou",0,370
"im_a_barbie_girl_in_a_barbie_world_sukuna","oppenheimer_vibes_raziqsafri",0,373
"im_a_barbie_girl_in_a_barbie_world_sukuna","oppenheimer_vibes_Dugger",0,387
"im_a_barbie_girl_in_a_barbie_world_sukuna","oppenheimer_vibes_Sorenjc",3,378
"im_a_barbie_girl_in_a_barbie_world_sukuna","oppenheimer_vibes_Athlaros",1,383
"im_a_barbie_girl_in_a_barbie_world_sukuna","oppenheimer_-_a_study_playlist",0,377
"barbie_can_you_play_ken","barbie_vibes",0,209
"barbie_can_you_play_ken","🌷🎀_Barbie_Vibes_🛼🌸",0,244
"barbie_can_you_play_ken","what_was_i_made_for_type_of_sad",0,75
"barbie_can_you_play_ken","barbie_movie_vibes_2023",0,150
"barbie_can_you_play_ken","beverly_hills_barbenheimer",0,79
"barbie_can_you_play_ken","💅🏻💥_barbenheimer_💥💅🏻_KatyaSaldana",1,177
"barbie_can_you_play_ken","barbenheimer💅💣_Aobambi",0,64
"barbie_can_you_play_ken","barbenheimer_Marianna",0,140
"barbie_can_you_play_ken","summer_of_barbenheimer",0,118
"barbie_can_you_play_ken","barbenheimer_Dee&FromZimbabwe",0,59
"barbie_can_you_play_ken","barbenheimerrr💕💥_daisyrain323&others",0,224
"barbie_can_you_play_ken","barbenheimer_satiahatami",0,124
"barbie_can_you_play_ken","barbenheimer_jsobo",0,262
"barbie_can_you_play_ken","barbenheimer_Vanessasapinheiro&RennieKeller",1,198
"barbie_can_you_play_ken","barbenheimer_JessicaKoebelMillen",0,143
"barbie_can_you_play_ken","barbenheimer_MrMario",0,116
"barbie_can_you_play_ken","barbenheimer_hoe_down",0,151
"barbie_can_you_play_ken","barbenheimer_cody",0,60
"barbie_can_you_play_ken","barbenheimer_Sam Telford",0,109
"barbie_can_you_play_ken","i_am_literally_oppenheimer__i_am_a_girl_",0,82
"barbie_can_you_play_ken","oppenheimer_Ben",0,152
"barbie_can_you_play_ken","an_oppenheimer_playlist",0,51
"barbie_can_you_play_ken","now_i_am_become_death_the_destroyer_of_worlds_Marissa",0,93
"barbie_can_you_play_ken","studying_like_oppenheimer_MaxColannino",0,151
"barbie_can_you_play_ken","oppenheimer_vibes_YirnickvanDijk",0,53
"barbie_can_you_play_ken","now_i_have_become_death_the_destroyer_of_words_EastPermianFederation",0,58
"barbie_can_you_play_ken","oppenheimer_vibes_SUGABUSH",0,69
"barbie_can_you_play_ken","now_i_am_become_death_the_destroyer_of_worlds_Eren",0,99
"barbie_can_you_play_ken","oppenheimer_Nadia",1,71
"barbie_can_you_play_ken","oppenheimer_vibes_PetroAlexiou",0,58
"barbie_can_you_play_ken","oppenheimer_vibes_raziqsafri",0,61
"barbie_can_you_play_ken","oppenheimer_vibes_Dugger",0,75
"barbie_can_you_play_ken","oppenheimer_vibes_Sorenjc",0,72
"barbie_can_you_play_ken","oppenheimer_vibes_Athlaros",0,73
"barbie_can_you_play_ken","oppenheimer_-_a_study_playlist",0,65
"barbie_vibes","🌷🎀_Barbie_Vibes_🛼🌸",27,317
"barbie_vibes","what_was_i_made_for_type_of_sad",0,202
"barbie_vibes","barbie_movie_vibes_2023",15,247
"barbie_vibes","beverly_hills_barbenheimer",0,206
"barbie_vibes","💅🏻💥_barbenheimer_💥💅🏻_KatyaSaldana",5,296
"barbie_vibes","barbenheimer💅💣_Aobambi",1,189
"barbie_vibes","barbenheimer_Marianna",3,261
"barbie_vibes","summer_of_barbenheimer",1,243
"barbie_vibes","barbenheimer_Dee&FromZimbabwe",3,180
"barbie_vibes","barbenheimerrr💕💥_daisyrain323&others",9,333
"barbie_vibes","barbenheimer_satiahatami",5,241
"barbie_vibes","barbenheimer_jsobo",6,377
