tracks,occurrence,freqency
"Surefire",1,0.038462
"Safe",1,0.038462
"Always Alright",1,0.038462
"Stop The Rain",1,0.038462
"Texas Sun",1,0.038462
"Remind Me - Billen Ted Remix",1,0.038462
"Miracles (Someone Special)",1,0.038462
"Edge of the Earth",1,0.038462
"Stick Season",4,0.153846
"Loverboy",2,0.076923
"The Gold - Acoustic",1,0.038462
"Let's Be Still",1,0.038462
"Heat Above",2,0.076923
"Daylight",6,0.230769
"ceilings",2,0.076923
"Biblical",1,0.038462
"Would That I",3,0.115385
"It's Called: Freefall",2,0.076923
"Something in the Orange",3,0.115385
"The Night We Met (feat. Phoebe Bridgers)",1,0.038462
"Ocean Drive",2,0.076923
"Like the Dawn",1,0.038462
"Until I Found You (with Em Beihold) - Em Beihold Version",1,0.038462
"Flightless Bird, American Mouth",1,0.038462
"Atlantis",1,0.038462
"Cocaine Jesus",1,0.038462
"Cleopatra (Acoustic Demo)",1,0.038462
"this is what falling in love feels like",2,0.076923
"Cigarette Daydreams",5,0.192308
"Slow It Down (live)",1,0.038462
"Big Jet Plane",4,0.153846
"Flume",1,0.038462
"Where'd All the Time Go?",4,0.153846
"Wet Socks",1,0.038462
"Need 2",2,0.076923
"Ends of the Earth",1,0.038462
"Stolen Dance",7,0.269231
"For Emma",2,0.076923
"Cradles",2,0.076923
"In Dreams - Alternative Version",1,0.038462
"It Never Rains in Southern California",2,0.076923
"Like the Dawn - 2022 Remaster",1,0.038462
"The Sea and the Rhythm",1,0.038462
"Hallucinogenics",3,0.115385
"Skinny Love",2,0.076923
"Home - 2019 - Remaster",3,0.115385
"Sea Legs",2,0.076923
"8TEEN",4,0.153846
"Teenage Dream",8,0.307692
"Sweet Dreams, TN",1,0.038462
"White Winter Hymnal",1,0.038462
"This Feeling",2,0.076923
"Meet Me At Our Spot",2,0.076923
"Saturday Sun",3,0.115385
"Crash My Car",1,0.038462
"Till Forever Falls Apart",2,0.076923
"Cornerstone",1,0.038462
"Lovers Rock",1,0.038462
"Soldier, Poet, King",1,0.038462
"I Know It's Over",1,0.038462
"Miserable Man",3,0.115385
"There Is a Light That Never Goes Out - 2011 Remaster",1,0.038462
"Dog Days Are Over",5,0.192308
"Back to the Old House - 2011 Remaster",1,0.038462
"Hello My Old Heart",1,0.038462
"This Charming Man - 2011 Remaster",1,0.038462
"Do You Love Me Still?",1,0.038462
"Paris, Texas (feat. SYML)",1,0.038462
"Let The Light In (feat. Father John Misty)",1,0.038462
"Mr. Rager",2,0.076923
"Brooklyn Baby",1,0.038462
"The Night We Met",1,0.038462
"Scar Tissue",3,0.115385
"exile (feat. Bon Iver)",3,0.115385
"Californication",3,0.115385
"That Funny Feeling",1,0.038462
"Sometimes",2,0.076923
"As the World Caves In",2,0.076923
"I Bet on Losing Dogs",1,0.038462
"Faster Car",1,0.038462
"Viva La Vida",6,0.230769
"Fade Into You",1,0.038462
"Turning Page",1,0.038462
"Lights",2,0.076923
"Sick Boy",2,0.076923
"This Town",2,0.076923
"June, After Dark",1,0.038462
"Work Song",3,0.115385
"sink or swim",1,0.038462
"Cool for the Summer",1,0.038462
"Sober Up (feat. Rivers Cuomo)",2,0.076923
"Stupid Deep - Acoustic",1,0.038462
"Crush Culture",2,0.076923
"Cross Me (feat. Chance the Rapper & PnB Rock)",1,0.038462
"Shooting The Moon",1,0.038462
"Stay Stay Stay",1,0.038462
"The Only Exception",3,0.115385
"Stressed Out",3,0.115385
"Drive By",8,0.307692
"Trap Queen",4,0.153846
"Slow Hands",3,0.115385
"Malibu",5,0.192308
"We Are Young (feat. Janelle Monáe)",6,0.230769
"Cool Kids",4,0.153846
"Nothing Without Love",1,0.038462
"Nevada",3,0.115385
"Location - Recorded at Spotify Studios NYC",1,0.038462
"I'm Not The Only One",4,0.153846
"Right Round (US Version)",1,0.038462
"Team",5,0.192308
"Those Eyes",1,0.038462
"Fall For You",1,0.038462
"Drew Barrymore",1,0.038462
"Drunk (And I Don't Wanna Go Home) (feat. Miranda Lambert) - GOLDHOUSE Remix",1,0.038462
"All Over The Road",1,0.038462
"Shotgun",5,0.192308
"The Ultracheese",1,0.038462
"Yellow Hearts",1,0.038462
"What A Time (feat. Niall Horan)",2,0.076923
"Too Close",3,0.115385
"Heaven, California",1,0.038462
"Sweet",1,0.038462
"Dusk Till Dawn (feat. Sia) - Radio Edit",2,0.076923
"Keep On Loving You",1,0.038462
"Crimson And Clover",1,0.038462
"Mind Over Matter (Reprise)",1,0.038462
"Empress",1,0.038462
"In My Place",1,0.038462
"Sparks",1,0.038462
"If the World Was Ending (feat. Julia Michaels)",2,0.076923
"Keep on Loving You",1,0.038462
"Sneaky Link",1,0.038462
"Morocco",1,0.038462
"Eyes Without A Face",1,0.038462
"All Your'n",3,0.115385
"All I Wanted",1,0.038462
"Lost In Amsterdam (feat. Eskeemo)",1,0.038462
"Head Over Heels",2,0.076923
"Everywhere, Everything",3,0.115385
"Cruel",2,0.076923
"Mice",1,0.038462
"Wine, Beer, Whiskey",1,0.038462
"American Kids",1,0.038462
"Northern Attitude",4,0.153846
"All My Love",6,0.230769
"She Calls Me Back",2,0.076923
"Big Jet Plane - Acoustic",1,0.038462
"Dial Drunk",2,0.076923
"Light My Love",1,0.038462
"My Love (From The Twilight Saga: Eclipse)",1,0.038462
"Need You Now",4,0.153846
"Come Together - Remastered 2009",2,0.076923
"Someone To You",3,0.115385
"Requiem On Water",1,0.038462
"I Found",2,0.076923
"Come a Little Closer",3,0.115385
"Gimme More",2,0.076923
"House On Fire",1,0.038462
"You're Such A",1,0.038462
"Learn a Lesson",1,0.038462
"Insomnia",1,0.038462
"Last Hurrah",1,0.038462
"Sue Me",1,0.038462
"Fire N Gold",1,0.038462
"Clean",1,0.038462
"Alive",3,0.115385
"Mad Love",1,0.038462
"Bad Word",1,0.038462
"WOW",1,0.038462
"Va Va Voom",3,0.115385
"Cupid's Chokehold / Breakfast in America",2,0.076923
"Mary On A Cross",1,0.038462
"Lost",6,0.230769
"Running Up That Hill (A Deal With God)",4,0.153846
"Love Grows (Where My Rosemary Goes)",3,0.115385
"Softcore",1,0.038462
"Only Love Can Hurt Like This",2,0.076923
"Primadonna",3,0.115385
"If We Have Each Other",1,0.038462
"Chlorine",1,0.038462
"parents",1,0.038462
"Waves",3,0.115385
"Lost Boy",1,0.038462
"Seminole Wind",1,0.038462
"Get Lucky (Radio Edit) [feat. Pharrell Williams and Nile Rodgers]",2,0.076923
"Where Them Girls At (feat. Nicki Minaj & Flo Rida)",5,0.192308
"Backseat Driver",1,0.038462
"Message In A Bottle",3,0.115385
"Outrunning Karma",1,0.038462
"River",3,0.115385
"SNAP",3,0.115385
"This Is The Life",2,0.076923
"Burning Pile",2,0.076923
"Heavy Eyes",3,0.115385
"23",1,0.038462
"No Cure",1,0.038462
"Heart Like A Truck",1,0.038462
"Blink",1,0.038462
"Where’s My Love - Alternate Version",1,0.038462
"South of the Border (feat. Camila Cabello & Cardi B)",2,0.076923
"Unknown / Nth",2,0.076923
"I Will Be Back One Day",1,0.038462
"Not Dead Yet",1,0.038462
"San Luis",1,0.038462
"The Moon Doesn’t Mind",1,0.038462
"secrecy",1,0.038462
"Love Like Ghosts",1,0.038462
"Rosyln",1,0.038462
"Little Lion Man",4,0.153846
"Young, Wild & Free (feat. Bruno Mars)",4,0.153846
"Gold Digger",3,0.115385
"I'm Yours",2,0.076923
"C'Mon",2,0.076923
"Tongue Tied",5,0.192308
"Shower",5,0.192308
"Ghost Boy",1,0.038462
"When I Was Your Man",3,0.115385
"Wish",1,0.038462
"Love Affair",1,0.038462
"Let Me Love You",6,0.230769
"Jollof",1,0.038462
"Memories (feat. Kid Cudi)",2,0.076923
"Reasons",1,0.038462
"It's Time",1,0.038462
"LUKA DONCIC",1,0.038462
"Trumpets",4,0.153846
"Money Up",1,0.038462
"If I Lose Myself",2,0.076923
"Let It Burn",1,0.038462
"Time of Our Lives",7,0.269231
"Devil",1,0.038462
"I Don't Like It, I Love It (feat. Robin Thicke & Verdine White)",3,0.115385
"Stronger (What Doesn't Kill You)",4,0.153846
"Tonight Tonight",5,0.192308
"Jet Magazine",1,0.038462
"Eenie Meenie",5,0.192308
"The Night Is Still Young",3,0.115385
"I Want a Ferrari",1,0.038462
"WITHOUT YOU",4,0.153846
"Spirits",2,0.076923
"Sara",1,0.038462
"Renegades",2,0.076923
"Best Friend (feat. Doja Cat)",1,0.038462
"IDK You Yet",2,0.076923
"Dreaming Sky",1,0.038462
"Me And My Broken Heart",3,0.115385
"Kiss You",3,0.115385
"Ribs",3,0.115385
"Neon Hong Kong",1,0.038462
"Touch",3,0.115385
"Hold On, We're Going Home",1,0.038462
"San Diego",1,0.038462
"1-800-273-8255",1,0.038462
"One Night",1,0.038462
"Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha)",2,0.076923
"Levitating (feat. DaBaby)",4,0.153846
"Don't Stop the Party (feat. TJR)",3,0.115385
"Photograph",3,0.115385
"All My People",1,0.038462
"Don't You Worry Child",1,0.038462
"Saturday Nights",1,0.038462
"Strawberry Santa in Shaolin",1,0.038462
"West Coast",1,0.038462
"Can I Call You Tonight?",1,0.038462
"Are You Bored Yet? (feat. Clairo)",2,0.076923
"Girl on Fire",3,0.115385
"Cooler Than Me (feat. Big Sean)",2,0.076923
"Wild Ones (feat. Sia)",6,0.230769
"Broccoli (feat. Lil Yachty)",2,0.076923
"Cruise",2,0.076923
"Summer",6,0.230769
"Runaway (U & I)",3,0.115385
"It Girl",3,0.115385
"In Luv With U",1,0.038462
"Love Me Now",1,0.038462
"Don't Run Away",2,0.076923
"Magic (feat. Rivers Cuomo)",4,0.153846
"Fire Burning",7,0.269231
"Give Me Everything (feat. Nayer)",5,0.192308
"Peaches (feat. Daniel Caesar & Giveon)",2,0.076923
"Blame (feat. John Newman)",3,0.115385
"Like A G6",6,0.230769
"Sexy Chick (feat. Akon)",1,0.038462
"Bounce Back",3,0.115385
"Summer Paradise (feat. Sean Paul) - Single Version",1,0.038462
"Ric Flair Drip (with Metro Boomin)",1,0.038462
"Jet Lag (feat. Natasha Bedingfield)",2,0.076923
"Adore You",4,0.153846
"You Make Me Feel... (feat. Sabi)",4,0.153846
"Raise Your Glass",5,0.192308
"Only Girl (In The World)",6,0.230769
"goosebumps",2,0.076923
"Classic",7,0.269231
"She Looks So Perfect",4,0.153846
"Some Nights",4,0.153846
"My House",5,0.192308
"Good Time",4,0.153846
"Feel This Moment (feat. Christina Aguilera)",5,0.192308
"Fuck You",8,0.307692
"Shut Up And Dance With Me",1,0.038462
"Hide Away",2,0.076923
"Live While We're Young",3,0.115385
"Feel So Close - Radio Edit",4,0.153846
"Dirty Paws",2,0.076923
"Welcome Home, Son",2,0.076923
"Am I Wrong",7,0.269231
"Jackie Chan",3,0.115385
"Wasted",4,0.153846
"Waves - Robin Schulz Radio Edit",3,0.115385
"Prayer in C - Robin Schulz Radio Edit",3,0.115385
"I Took A Pill In Ibiza - Seeb Remix",2,0.076923
"Relationship (feat. Future)",2,0.076923
"Firework",4,0.153846
"Whistle",3,0.115385
"Billionaire (feat. Bruno Mars)",6,0.230769
"Glad You Came (The Sun Goes Down the Stars Come Out)",1,0.038462
"22",5,0.192308
"Part Of Me",3,0.115385
"Give Your Heart a Break",2,0.076923
"Can't Hold Us (feat. Ray Dalton)",8,0.307692
"Wake Me Up",6,0.230769
"Wavin' Flag",1,0.038462
"It's Going Down For Real",1,0.038462
"Club Can't Handle Me (feat. David Guetta)",5,0.192308
"CHAOS",1,0.038462
"You Got It",1,0.038462
"Brothers (feat. Luh Kel)",1,0.038462
"FIGURES",1,0.038462
"Used to Be",1,0.038462
"Wrong",1,0.038462
"Sunset Lover",1,0.038462
"Reality (feat. Janieck Devy) - Radio Edit",2,0.076923
"On My Way",1,0.038462
"Gassed Up",1,0.038462
"Gayé",1,0.038462
"RITMO (Bad Boys For Life)",1,0.038462
"Supalonely",1,0.038462
"Lose Control",2,0.076923
"Stereo Hearts (feat. Adam Levine)",4,0.153846
"Troublemaker (feat. Flo Rida)",5,0.192308
"Magic In The Hamptons (feat. Lil Yachty)",5,0.192308
"Not Over You",1,0.038462
"Breakeven",4,0.153846
"The Man",3,0.115385
"Just A Dream",3,0.115385
"NITRO",1,0.038462
"Deep Down Low",1,0.038462
"I Miss My Cocoa Butter Kisses",1,0.038462
"Envy Me",1,0.038462
"The Nights",4,0.153846
"Scream & Shout",5,0.192308
"Empire State Of Mind",3,0.115385
"Dynamite",5,0.192308
"Like I Love You (feat. The NGHBRS)",1,0.038462
"The Show Goes On",3,0.115385
"Want U Back",4,0.153846
"Really Don't Care",3,0.115385
"Timber",7,0.269231
"Out of My League",4,0.153846
"Lip Gloss",3,0.115385
"Midnight City",2,0.076923
"See You Again (feat. Charlie Puth)",2,0.076923
"Habits (Stay High)",5,0.192308
"La Da Dee",1,0.038462
"Somebody To You",4,0.153846
"3 Nights",5,0.192308
"Bleeding Love",5,0.192308
"Pursuit Of Happiness (Nightmare)",3,0.115385
"Sure Thing",1,0.038462
"The Hills",4,0.153846
"Love Me Harder",2,0.076923
"Airplanes (feat. Hayley Williams of Paramore)",7,0.269231
"White Walls (feat. ScHoolboy Q & Hollis)",3,0.115385
"Animal",2,0.076923
"Dark Horse",4,0.153846
"Burn",8,0.307692
"Teach Me How to Dougie",1,0.038462
"See You Again",2,0.076923
"What the Hell",3,0.115385
"Honey, I'm Good.",3,0.115385
"All Night",7,0.269231
"Forget You",1,0.038462
"Kiss Me Thru The Phone",4,0.153846
"Thrift Shop (feat. Wanz)",5,0.192308
"Good Feeling",4,0.153846
"Hangover",2,0.076923
"Walking On A Dream",5,0.192308
"all the kids are depressed",2,0.076923
"Location",3,0.115385
"It Won't Stop (feat. Chris Brown) - EP Version",2,0.076923
"oui",2,0.076923
"No Guidance (feat. Drake)",1,0.038462
"Planez",1,0.038462
"24K Magic",4,0.153846
"Blue Strips",1,0.038462
"Five More Hours",3,0.115385
"All I Do Is Win (feat. T-Pain, Ludacris, Snoop Dogg & Rick Ross)",1,0.038462
"sex money feelings die - slowed version",1,0.038462
"Wonder",2,0.076923
"Just Give Me a Reason (feat. Nate Ruess)",4,0.153846
"Glorious (feat. Skylar Grey)",4,0.153846
"Replay",6,0.230769
"F**kin' Perfect",1,0.038462
"Mr. Saxobeat - Radio Edit",1,0.038462
"WAP (feat. Megan Thee Stallion)",2,0.076923
"I Think I'm In Love",1,0.038462
"Hurts So Good",1,0.038462
"2002",3,0.115385
"Dead",1,0.038462
"Call Me Maybe",3,0.115385
"Why iii Love The Moon.",1,0.038462
"Can't Stop Dancin'",2,0.076923
"Us - Acoustic",1,0.038462
"Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit",2,0.076923
"Good Days",5,0.192308
"HeadBand (feat. 2 Chainz) - Coucheron Remix",1,0.038462
"Work Out",3,0.115385
"Into It",1,0.038462
"Candy (feat. Trippie Redd)",1,0.038462
"Bad Things (with Camila Cabello)",1,0.038462
"Jealous",2,0.076923
"ANGELS & DEMONS",1,0.038462
"The Business",2,0.076923
"Like a Rodeo",1,0.038462
"Burn the House Down",2,0.076923
"On the Road",1,0.038462
"La kiffance",1,0.038462
"Some Say - Felix Jaehn Remix",1,0.038462
"Julia",1,0.038462
"Hurt Somebody (With Julia Michaels)",1,0.038462
"F*CK YOU, GOODBYE (feat. Machine Gun Kelly)",2,0.076923
"Mine",2,0.076923
"La La Land (feat. YG)",1,0.038462
"Whippin (feat. Felix Snow)",1,0.038462
"Soundwave - Dance Mix [Radio Edit]",1,0.038462
"Smile",1,0.038462
"Blasé (feat. Future & Rae Sremmurd) - Louis the Child Remix",2,0.076923
"STAY (with Justin Bieber)",3,0.115385
"DÁKITI",1,0.038462
"Opposite of Adults",3,0.115385
"Magic in the Air (feat. Ahmed Chawki)",1,0.038462
"Weak",1,0.038462
"Hate Me",1,0.038462
"my ex's best friend (with blackbear)",2,0.076923
"Scared to Be Lonely",1,0.038462
"Boom Boom Room",1,0.038462
"Clouds",2,0.076923
"Harleys In Hawaii",1,0.038462
"I GUESS I'M IN LOVE",1,0.038462
"Happy For You",1,0.038462
"Constellations",2,0.076923
"Ni**as In Paris",6,0.230769
"Ghost",4,0.153846
"La La La",6,0.230769
"Baby Boy (feat. Sean Paul)",1,0.038462
"You Found Me",4,0.153846
"Apologize",5,0.192308
"Big Girls Don't Cry (Personal)",5,0.192308
"It Will Rain",1,0.038462
"Danza Kuduro",2,0.076923
"abcdefu",2,0.076923
"I Like It",4,0.153846
"9 to 5",2,0.076923
"Jolene",5,0.192308
"You Make My Dreams (Come True)",5,0.192308
"Bohemian Rhapsody - Remastered 2011",7,0.269231
"Fantasy",1,0.038462
"Always Be My Baby",1,0.038462
"IF YOU GO DOWN (I'M GOIN' DOWN TOO)",1,0.038462
"Potential Breakup Song",3,0.115385
"Goodbye Earl",1,0.038462
"80s Mercedes",1,0.038462
"My Church",2,0.076923
"Any Man Of Mine",2,0.076923
"About Damn Time",3,0.115385
"2 Be Loved (Am I Ready)",2,0.076923
"Good as Hell",2,0.076923
"I Love You Bitch",1,0.038462
"Girlfriend",2,0.076923
"What Dreams Are Made Of",1,0.038462
"Misery Business",5,0.192308
"Ain't It Fun",3,0.115385
"Check Yes, Juliet",2,0.076923
"Teenagers",4,0.153846
"What's Up?",1,0.038462
"Waffle House",2,0.076923
"Burnin' Up",2,0.076923
"Music For a Sushi Restaurant",2,0.076923
"As It Was",7,0.269231
"Dance The Night - From Barbie The Album",1,0.038462
"Shut Up and Dance",4,0.153846
"Silk Chiffon",1,0.038462
"Dear Maria, Count Me In",2,0.076923
"I Can See You (Taylor’s Version) (From The Vault)",2,0.076923
"Wildflowers - Recorded at Spotify Studios NYC",1,0.038462
"Love Shack",3,0.115385
"You Oughta Know - 2015 Remaster",3,0.115385
"Never Really Over",2,0.076923
"Don't Stop Believin'",6,0.230769
"I Feel the Earth Move",2,0.076923
"In the Summertime",1,0.038462
"if i were a fish (feat. Olivia Barton)",1,0.038462
"The Golden Girls - The Main Title Theme",1,0.038462
"Where You Lead",1,0.038462
"Lil Boo Thang",2,0.076923
"Your Love Is My Drug",2,0.076923
"YA YA",1,0.038462
"Stars Are Blind",1,0.038462
"When I Grow Up",5,0.192308
"Bang Bang",3,0.115385
"Two Beers In",1,0.038462
"Sky",1,0.038462
"Heaven Sent",1,0.038462
"Lady May",2,0.076923
"High Tops",1,0.038462
"Be My Baby",2,0.076923
"Best of You",1,0.038462
"PRIDE.",2,0.076923
"COOLEST MONKEY IN THE JUNGLE",1,0.038462
"Faucet Failure",2,0.076923
"No More ?'s",1,0.038462
"Gin N Juice (feat. Dat Nigga Daz)",1,0.038462
"Straight Outta Compton",2,0.076923
"Doggy Dogg World (feat. Tha Dogg Pound & The Dramatics)",1,0.038462
"Murder Was The Case (feat. Dat Nigga Daz)",1,0.038462
"I Know",2,0.076923
"Fuck Tha Police",1,0.038462
"Talkin' All That Jazz",1,0.038462
"Mrs. Officer",2,0.076923
"So Fresh, So Clean",1,0.038462
"The World Is Yours",1,0.038462
"Nuthin' But A G Thang",1,0.038462
"Rack City",1,0.038462
"Dead n Gone",1,0.038462
"I'm So Sick",1,0.038462
"All Around Me",1,0.038462
"King For A Day",1,0.038462
"You'll Never Find Me",1,0.038462
"Black Hole Sun",1,0.038462
"Evil Side",1,0.038462
"My Name Is Human",1,0.038462
"NEW MAGIC WAND",1,0.038462
"Me and Your Mama",3,0.115385
"Custer",1,0.038462
"Living Dead Girl",1,0.038462
"Bodies",1,0.038462
"Animal I Have Become",1,0.038462
"Hermit the Frog",1,0.038462
"Fortunate Son",5,0.192308
"Paint It, Black",1,0.038462
"For What It's Worth",3,0.115385
"Time of the Season",1,0.038462
"Green Onions",1,0.038462
"House of the Rising Sun",1,0.038462
"Riders on the Storm",2,0.076923
"Sweet Home Alabama",8,0.307692
"Hound Dog",1,0.038462
"Spirit in the Sky",1,0.038462
"Simple Man",2,0.076923
"Purple Haze",1,0.038462
"Sunshine Of Your Love",2,0.076923
"The Joker",1,0.038462
"Like a Rolling Stone",2,0.076923
"SLUT ME OUT",1,0.038462
"Ayy Ladies (feat. Tyga)",1,0.038462
"ReYup",1,0.038462
"Thinking with My Dick (feat. Juicy J)",1,0.038462
"She Knows",1,0.038462
"Gas Pedal",1,0.038462
"505",1,0.038462
"You Get Me So High",2,0.076923
"Round & Round",1,0.038462
"Black Widow",2,0.076923
"Paparazzi",4,0.153846
"Somebody That I Used To Know",4,0.153846
"Beggin' On Your Knees (feat. Victoria Justice)",2,0.076923
"Rocketeer",5,0.192308
"Telephone",1,0.038462
"Tokyo Drift (Fast & Furious) - From The Fast And The Furious: Tokyo Drift Soundtrack",1,0.038462
"Watch Your Mouth",1,0.038462
"Wrong Way",1,0.038462
"Garden Grove",1,0.038462
"House Of The Rising Sun",2,0.076923
"XXX. FEAT. U2.",1,0.038462
"These Boots Are Made for Walkin'",1,0.038462
"Breakdown",1,0.038462
"She Will Be Loved",2,0.076923
"Lo Que Siento",1,0.038462
"Freakin' Out On the Interstate",2,0.076923
"King Park",1,0.038462
"Naruto Themed Sexting",1,0.038462
"Death Cup",1,0.038462
"Stone",1,0.038462
"Pool House",1,0.038462
"Everlong",3,0.115385
"Black Sheep - Brie Larson Vocal Version",1,0.038462
"We Own The Night",1,0.038462
"Ain't No Rest For The Wicked - Original Version",1,0.038462
"Coma",1,0.038462
"Come As You Are",1,0.038462
"Alrighty Aphrodite",1,0.038462
"Dragula",1,0.038462
"Pumped Up Kicks",6,0.230769
"Happy Together",2,0.076923
"Don't Let Me Be Misunderstood",1,0.038462
"Scotty Doesn't Know",1,0.038462
"Supermassive Black Hole",1,0.038462
"Where Is My Mind? - 2007 Remaster",1,0.038462
"Why'd You Only Call Me When You're High?",1,0.038462
"Loser",2,0.076923
"The Pretender",2,0.076923
"Fell In Love With a Girl",1,0.038462
"Even Flow",2,0.076923
"Scary Monsters and Nice Sprites",1,0.038462
"Hot Wings (I Wanna Party)",1,0.038462
"Freak On a Leash",1,0.038462
"DARE",1,0.038462
"Riot",1,0.038462
"PUNK TACTICS",1,0.038462
"Last Resort",1,0.038462
"I Remember Everything (feat. Kacey Musgraves)",2,0.076923
"Love Potion No. 9 - Remastered / Single Version",1,0.038462
"Lil' Red Riding Hood",1,0.038462
"The Devil Went Down to Georgia",2,0.076923
"(You're The) Devil in Disguise",1,0.038462
"Ms. New Booty",1,0.038462
"Covet",1,0.038462
"House Of Balloons / Glass Table Girls",1,0.038462
"Stargirl Interlude",3,0.115385
"Houdini",1,0.038462
"Whip It",2,0.076923
"Big Dawgs",2,0.076923
"Diamond",1,0.038462
"$$$ - with Matt Ox",1,0.038462
"Tetris",1,0.038462
"No Type",1,0.038462
"Vaas",1,0.038462
"Us Vs. Them",1,0.038462
"Zombie",3,0.115385
"Gone Away",1,0.038462
"The Sound of Silence",2,0.076923
"My Immortal",1,0.038462
"Wild for the Night (feat. Skrillex & Birdy Nam Nam)",1,0.038462
"Gangnam Style (강남스타일)",1,0.038462
"Wet Dream",1,0.038462
"Reanimator (feat. Yves Tumor)",1,0.038462
"Moment",1,0.038462
"I'm Still Standing - From Sing Original Motion Picture Soundtrack",1,0.038462
"Do I Wanna Know?",3,0.115385
"Should I Stay or Should I Go - Remastered",4,0.153846
"Big And Chunky",1,0.038462
"Mo Bamba",4,0.153846
"Hey Ken, Someone Methodically Mushed the Donuts",1,0.038462
"Goosebumps Original Theme Song",1,0.038462
"Diva",1,0.038462
"Vanished",1,0.038462
"Beast (feat. Waka Flocka)",1,0.038462
"Strip That Down",4,0.153846
"do re mi (feat. Gucci Mane)",1,0.038462
"Often",1,0.038462
"Zoldyck x Glock In My Lap",1,0.038462
"Nice For What",4,0.153846
"Hotel Room Service",4,0.153846
"Boom Boom Pow",1,0.038462
"Needed Me",4,0.153846
"Mamushi (feat. Yuki Chiba)",2,0.076923
"Or Nah (feat. The Weeknd, Wiz Khalifa & DJ Mustard) - Remix",2,0.076923
"Love Me",4,0.153846
"I Don't Fuck With You",2,0.076923
"Gangsta",1,0.038462
"Drowning (feat. Kodak Black)",1,0.038462
"I Mean It (feat. Remo)",1,0.038462
"Crying Lightning",1,0.038462
"OMG (feat. will.i.am)",4,0.153846
"labour",2,0.076923
"Little Girl Gone",2,0.076923
"Like Him (feat. Lola Young)",3,0.115385
"I AM WOMAN",1,0.038462
"We Both Reached For The Gun",1,0.038462
"Rocking A Cardigan in Atlanta",2,0.076923
"Stuntin' Like My Daddy",1,0.038462
"Get It Sexyy",2,0.076923
"Sticky (feat. GloRilla, Sexyy Red & Lil Wayne)",2,0.076923
"Blicky",1,0.038462
"Ick",1,0.038462
"Ain't Shit",2,0.076923
"Smack A Bitch",1,0.038462
"Like That (feat. Gucci Mane)",1,0.038462
"Babydoll",3,0.115385
"Pepsi on the House",1,0.038462
"Trndsttr (feat. M. Maggie) - Lucian Remix",2,0.076923
"Hotline Bling",1,0.038462
"Cartier",1,0.038462
"dumb dumb",1,0.038462
"Swalla (feat. Nicki Minaj & Ty Dolla $ign)",1,0.038462
"Bitch Better Have My Money",4,0.153846
"7/11",3,0.115385
"See Me Fall - Y2K Remix",1,0.038462
"Ghosts",1,0.038462
"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",2,0.076923
"GDFR (feat. Sage the Gemini & Lookas)",2,0.076923
"FRIENDS",3,0.115385
"iSpy (feat. Lil Yachty)",2,0.076923
"Rolex",1,0.038462
"Look At Me!",1,0.038462
"Chill Bill (feat. J. Davi$ & Spooks)",3,0.115385
"Black and Yellow",2,0.076923
"Caroline",2,0.076923
"CARNIVAL",3,0.115385
"Gang Baby",1,0.038462
"CoCo",1,0.038462
"Dynasty",1,0.038462
"Mercury: Retrograde",1,0.038462
"Squeeze",1,0.038462
"John Dee",1,0.038462
"RIP Roach",1,0.038462
"YuNg BrAtZ",1,0.038462
"Nihil",1,0.038462
"Harakiri",1,0.038462
"Hustler Musik",1,0.038462
"Heads Will Roll",2,0.076923
"Hi Bich",1,0.038462
"Gucci Flip Flops (feat. Lil Yachty)",1,0.038462
"Oct. 26",1,0.038462
"Big Poppa - 2005 Remaster",1,0.038462
"Hypnotize - 2014 Remaster",2,0.076923
"Flashing Lights",1,0.038462
"How Do U Want It",1,0.038462
"Peggy",1,0.038462
"Hit 'Em Up - Single Version",2,0.076923
"2 Of Amerikaz Most Wanted (ft. Snoop Doggy Dogg)",1,0.038462
"It Was A Good Day",2,0.076923
"Can't C Me",1,0.038462
"Hail Mary",1,0.038462
"(L)MIRL",1,0.038462
"Lonely Boy - 2021 Remaster",1,0.038462
"Party Like A Rock Star",1,0.038462
"Bark Like You Want It",1,0.038462
"UP LIKE AN INSOMNIAC - Freestyle",1,0.038462
"All That Glitters Is Not Gold, but It's Still Damn Beautiful",1,0.038462
"Finesse (feat. Koncept P, willnosleep & avonosleep)",1,0.038462
"Satanic Panic",1,0.038462
"Fuck Love",2,0.076923
"BAD!",1,0.038462
"Jocelyn Flores",2,0.076923
"Everybody Dies In Their Nightmares",2,0.076923
"Hit the Quan - Original Version",1,0.038462
"Addicted to My Ex",1,0.038462
"No Flex Zone",1,0.038462
"GENOCIDE",1,0.038462
"Genius (feat. Sia, Diplo, and Labrinth)",1,0.038462
"HAHA",1,0.038462
"AMV",1,0.038462
"SLUTS WIT NUTS",1,0.038462
"Hole in the Earth",1,0.038462
"Cherry Waves",1,0.038462
"Bullet Proof ... I Wish I Was",1,0.038462
"How to disappear",1,0.038462
"Change (In the House of Flies)",1,0.038462
"P*RNSTAR",1,0.038462
"Out Of Control",1,0.038462
"Mascara",1,0.038462
"Me, Myself & I",3,0.115385
"Deceptacon",1,0.038462
"Black Betty",1,0.038462
